7, -270.65, 283.667
2, 100.78, -125.733
1, -14.8247, 0.0
0, -0.0, 12.2658
4, -88.8146, 52.0479
1, -28.3146, 23.9679
4, -132.143, 152.468
9, -0.0, 119.58
5, -90.1445, 82.7496
9, -0.0, 226.338
0, -63.1555, 39.4454
6, 0.0, -199.021
9, -0.0, 214.706
0, -94.9376, 86.1794
1, -0.0, -0.383207
5, -0.0, 31.2306
9, -237.969, 241.249
7, -271.774, 0.0
3, -15.4433, -12.7847
4, -105.924, 102.557
9, -0.0, 184.596
6, 213.54, -0.0
6, 110.582, -0.0
5, -96.0837, 49.2875
4, -124.501, 88.5203
0, 4.76618, 2.02609
7, -287.748, 282.053
4, -168.974, 130.914
0, -50.8516, 39.4432
1, -27.8519, -0.0
3, -243.883, 209.182
1, -0.0, 8.56682
3, -171.916, 120.559
4, 49.3567, -88.2561
7, -247.734, 250.348
2, -84.9613, 43.9981
7, -158.775, 180.899
1, -40.3512, 5.1235
2, -25.9718, -8.16074
1, -10.4103, -1.01621
1, -22.943, 0.560205
7, -194.774, 173.594
4, -135.916, 118.462
2, 36.4207, -92.1253
3, -59.8511, 17.3037
5, -9.43433, -0.0
1, -17.2977, -0.0
2, 44.3197, -75.6305
4, -189.469, 0.0
4, -120.604, 64.7074
6, 161.753, -170.623
3, -127.671, 100.182
5, -65.796, 54.9622
5, -0.0, 29.624
6, 261.848, -292.46
0, -66.9753, 52.1897
4, -110.491, 93.6639
1, -0.0, 31.172
9, -246.682, 0.0
5, -48.7928, 57.4593
7, -323.634, 321.662
8, -67.9683, 0.0
9, -163.009, 0.0
3, -0.0, 0.0
7, -195.909, 203.835
4, -156.901, 0.0
6, 0.0, -126.583
4, -0.0, 110.303
3, -177.819, 144.437
0, -0.0, 72.9882
7, -283.903, 291.613
0, -1.35112, 2.75247
2, -157.392, 86.9933
9, -214.907, 207.781
1, -39.7687, 6.27162
7, -222.921, 206.363
3, -159.159, 118.072
2, -105.321, 147.087
9, -0.0, 139.842
7, -293.893, 302.785
